day,url,author,followers,engage,polarity,intensity,confidence,signals,topic_market
2026-06-05,https://x.com/junjieBTC/status/2062905904274829404,junjieBTC,21745,8,贪婪,1,0.55,喊单,币圈
2026-06-05,https://x.com/kangke666666/status/2062898491383550440,kangke666666,178621,5,嘲讽反讽,1,0.6,,A股
2026-06-05,https://x.com/laosanhemao/status/2062902754067218482,laosanhemao,7899,62,嘲讽反讽,2,0.65,,混合
2026-06-05,https://x.com/lipan7130534/status/2062880751620936134,lipan7130534,1816,11,嘲讽反讽,1,0.6,,A股
2026-06-05,https://x.com/livermoerR/status/2062890482842435959,livermoerR,9792,6,贪婪,2,0.75,喊单,A股
2026-06-05,https://x.com/monkeyjiang/status/2062855887094722932,monkeyjiang,105521,60,贪婪,2,0.7,晒盈利,美股
2026-06-05,https://x.com/myway5678/status/2062878405033382353,myway5678,562,7,恐惧,1,0.6,,美股
2026-06-05,https://x.com/newbi230114/status/2062866242160263568,newbi230114,190,4,嘲讽反讽,2,0.5,,币圈
2026-06-05,https://x.com/nft_hu/status/2062889850664292827,nft_hu,48863,45,中性,1,0.5,,美股
2026-06-05,https://x.com/ningttxx/status/2062900810766532855,ningttxx,182,4,嘲讽反讽,2,0.7,,A股
2026-06-05,https://x.com/popodaddy726/status/2062874082354598392,popodaddy726,1629,4,中性,1,0.55,,美股
2026-06-05,https://x.com/rjchairman/status/2062899356458717533,rjchairman,299,2,中性,1,0.5,,A股
2026-06-05,https://x.com/roger73005305/status/2062899230612890040,roger73005305,68110,83,恐惧,2,0.7,晒逃顶,混合
2026-06-05,https://x.com/shanren2011/status/2062919721448624534,shanren2011,25955,736,中性,1,0.5,,A股
2026-06-05,https://x.com/shelefreyr/status/2062852464165220380,shelefreyr,9767,76,恐惧,1,0.6,,币圈
2026-06-05,https://x.com/shenmirenjoker/status/2062891204841545910,shenmirenjoker,1480,2,嘲讽反讽,2,0.6,,A股
2026-06-05,https://x.com/shenzhuan888/status/2062895876427919869,shenzhuan888,88711,126,中性,1,0.6,喊单,混合
2026-06-05,https://x.com/sklaozhang/status/2062877695231549672,sklaozhang,5636,2,中性,1,0.4,,A股
2026-06-05,https://x.com/solsniper330/status/2062847808810766595,solsniper330,4592,19,贪婪,2,0.9,喊单,混合
2026-06-05,https://x.com/tengxxx_0/status/2062916943842336790,tengxxx_0,428,4,嘲讽反讽,1,0.5,,A股
2026-06-05,https://x.com/tmsxuan/status/2062874105435639892,tmsxuan,2007,8,嘲讽反讽,2,0.6,,A股
2026-06-05,https://x.com/tomorrowTZRJ/status/2062850050938810805,tomorrowTZRJ,59072,10,中性,1,0.5,,美股
2026-06-05,https://x.com/tongtongbee/status/2062890702921740292,tongtongbee,12841,15,嘲讽反讽,1,0.5,,A股
2026-06-05,https://x.com/tradermige/status/2062904496251109650,tradermige,143423,52,贪婪,2,0.9,喊单,混合
2026-06-05,https://x.com/uniswap12/status/2062924559901430163,uniswap12,75016,34,贪婪,2,0.9,喊单;新韭菜入场,混合
2026-06-05,https://x.com/web3yezhu/status/2062859481759805527,web3yezhu,9471,2,中性,1,0.5,,美股
2026-06-05,https://x.com/wendy_2026/status/2062898198130373010,wendy_2026,19864,14,恐惧,2,0.6,,混合
2026-06-05,https://x.com/xiaoyonggang1/status/2062911988007920127,xiaoyonggang1,37,33,嘲讽反讽,2,0.7,,混合
2026-06-05,https://x.com/xigema688/status/2062905213938504166,xigema688,24459,84,贪婪,1,0.8,喊单,混合
2026-06-05,https://x.com/xpizad/status/2062893447695179955,xpizad,86,114,嘲讽反讽,1,0.5,,混合
2026-06-05,https://x.com/xtony1314/status/2062894813364773038,xtony1314,103457,235,恐惧,2,0.6,晒逃顶,混合
2026-06-05,https://x.com/y_xia62604/status/2062894839587344570,y_xia62604,20,62,贪婪,1,0.5,,美股
2026-06-05,https://x.com/y_xia62604/status/2062897955510551012,y_xia62604,20,6,贪婪,1,0.5,,美股
2026-06-05,https://x.com/yaozong521/status/2062888579580526871,yaozong521,12001,8,贪婪,2,0.7,晒盈利;喊单,币圈
2026-06-05,https://x.com/yifaer_chen/status/2062909620398751963,yifaer_chen,258119,278,嘲讽反讽,2,0.7,,A股
2026-06-06,https://x.com/0427SMtieshou/status/2063252065283874933,0427SMtieshou,78468,121,嘲讽反讽,2,0.6,,A股
2026-06-06,https://x.com/0x135zzl/status/2063180463804678416,0x135zzl,427,1,贪婪,1,0.5,,币圈
2026-06-06,https://x.com/0xFeng_eth/status/2063191085556592879,0xFeng_eth,343,53,贪婪,2,0.75,喊单,混合
2026-06-06,https://x.com/0x_dcgbb/status/2063220776099303698,0x_dcgbb,10093,36,中性,1,0.5,,币圈
2026-06-06,https://x.com/0xldb/status/2063204511607390430,0xldb,7483,37,贪婪,2,0.7,喊单,币圈
2026-06-06,https://x.com/466Anan/status/2063273129787748482,466Anan,92545,216,贪婪,2,0.8,喊单,混合
2026-06-06,https://x.com/A9xiaohui/status/2063278630684197122,A9xiaohui,5060,8,贪婪,2,0.6,喊单,币圈
2026-06-06,https://x.com/AIInvestHK/status/2063203238032343283,AIInvestHK,1187,13,中性,1,0.5,,A股
2026-06-06,https://x.com/AdamCarterCS/status/2063269847283462519,AdamCarterCS,465,2,嘲讽反讽,2,0.8,,A股
2026-06-06,https://x.com/Agujiaofu/status/2063229023598063649,Agujiaofu,30228,52,恐惧,2,0.6,,混合
2026-06-06,https://x.com/Anne92629116695/status/2063217922571723229,Anne92629116695,5,3,嘲讽反讽,1,0.6,,A股
2026-06-06,https://x.com/BarkerMoneyX/status/2063287244484706635,BarkerMoneyX,2251,5,中性,1,0.4,,混合
2026-06-06,https://x.com/Bitebishuqin/status/2063208656628539706,Bitebishuqin,19574,184,贪婪,3,0.85,喊单,币圈
2026-06-06,https://x.com/Blazing_Sun1/status/2063217152107425993,Blazing_Sun1,35758,22,嘲讽反讽,2,0.6,,A股
2026-06-06,https://x.com/Boywus/status/2063281351315558543,Boywus,10328,3,嘲讽反讽,2,0.7,,A股
2026-06-06,https://x.com/CrushTheShorts/status/2063195250948985206,CrushTheShorts,20052,71,中性,1,0.6,,混合
2026-06-06,https://x.com/DAMNXUN/status/2063207303311184270,DAMNXUN,430,7,嘲讽反讽,2,0.7,,币圈
2026-06-06,https://x.com/Dragonhau66/status/2063225476382970307,Dragonhau66,18429,65,恐惧,3,0.85,,币圈
2026-06-06,https://x.com/DtDt666/status/2063270525326237730,DtDt666,208044,128,中性,1,0.6,,混合
2026-06-06,https://x.com/Dtianzy/status/2063271247216267694,Dtianzy,1151,3,中性,1,0.4,,美股
2026-06-06,https://x.com/EmberCN/status/2063227571035308175,EmberCN,146883,85,中性,1,0.5,喊单,币圈
2026-06-06,https://x.com/Etudecn/status/2063186622644916716,Etudecn,7834,3,贪婪,2,0.6,,美股
2026-06-06,https://x.com/Gong987123/status/2063282784077254695,Gong987123,9872,3,嘲讽反讽,2,0.6,,美股
2026-06-06,https://x.com/Harbing73959128/status/2063271214974640635,Harbing73959128,58,3,中性,1,0.6,,A股
2026-06-06,https://x.com/HenryMorgan_X/status/2063259700939116922,HenryMorgan_X,15600,3,贪婪,2,0.6,,美股
2026-06-06,https://x.com/HyoinH73296/status/2063252839510732891,HyoinH73296,371,4,贪婪,2,0.6,,美股
2026-06-06,https://x.com/Jadtrrguson/status/2063183260478525833,Jadtrrguson,10060,213,中性,1,0.7,喊单,混合
2026-06-06,https://x.com/Jason23818126/status/2063256528753467623,Jason23818126,30199,137,贪婪,2,0.7,喊单,美股
2026-06-06,https://x.com/JonCaiCai/status/2063228205939716128,JonCaiCai,438,3,嘲讽反讽,2,0.6,,混合
2026-06-06,https://x.com/Lindaawrf/status/2063172630094704826,Lindaawrf,5897,2,中性,1,0.5,,美股
2026-06-06,https://x.com/Lindaawrf/status/2063239985541562379,Lindaawrf,5897,9,嘲讽反讽,2,0.85,,A股
2026-06-06,https://x.com/MarsCarsChipDip/status/2063217551338054039,MarsCarsChipDip,915,29,中性,1,0.4,,A股
2026-06-06,https://x.com/MilesAhead98/status/2063255645055508502,MilesAhead98,859,60,恐惧,1,0.6,,混合
2026-06-06,https://x.com/MoYU_7777/status/2063288051749798392,MoYU_7777,27902,47,贪婪,2,0.85,喊单,混合
2026-06-06,https://x.com/Money_or_Life_X/status/2063197840927772845,Money_or_Life_X,21439,218,恐惧,2,0.7,,美股
2026-06-06,https://x.com/NANHAO_London/status/2063235324495458470,NANHAO_London,123,60,中性,1,0.3,,混合
2026-06-06,https://x.com/No_tariff3/status/2063191588998951200,No_tariff3,11031,3,中性,1,0.4,,A股
2026-06-06,https://x.com/OffroadZach/status/2063246169632059452,OffroadZach,23,18,嘲讽反讽,1,0.6,,混合
2026-06-06,https://x.com/OldFive_5/status/2063203747107307635,OldFive_5,1419,15,贪婪,2,0.7,喊单,混合
2026-06-06,https://x.com/OtmAtm/status/2063236566030709168,OtmAtm,14062,82,恐惧,2,0.7,,混合
2026-06-06,https://x.com/R99_999z/status/2063273861588881669,R99_999z,6965,5,嘲讽反讽,2,0.8,,混合
2026-06-06,https://x.com/SixOnWallSt/status/2063232514463088705,SixOnWallSt,25662,73,中性,1,0.6,,混合
2026-06-06,https://x.com/Sizhe_bitcat/status/2063203623816028361,Sizhe_bitcat,71871,238,中性,1,0.4,,混合
2026-06-06,https://x.com/Stanleysobest/status/2063193269128004068,Stanleysobest,53699,13,嘲讽反讽,2,0.8,,混合
2026-06-06,https://x.com/StephanieM21210/status/2063260349810307527,StephanieM21210,12,2,贪婪,1,0.7,喊单,混合
2026-06-06,https://x.com/SuperZzzzzh/status/2063206113890472295,SuperZzzzzh,81,32,贪婪,2,0.6,,美股
2026-06-06,https://x.com/Treyv676/status/2063220108202545471,Treyv676,61,14,贪婪,2,0.85,喊单,美股
2026-06-06,https://x.com/TrinityWuzx/status/2063229729659126269,TrinityWuzx,90,5,中性,1,0.5,晒盈利,美股
2026-06-06,https://x.com/UnicornBitcoin/status/2063252016546337177,UnicornBitcoin,137165,811,中性,1,0.5,,混合
2026-06-06,https://x.com/VonJu0/status/2063288484560040175,VonJu0,2857,61,嘲讽反讽,1,0.5,,混合
2026-06-06,https://x.com/WifeYourong/status/2063192447849513109,WifeYourong,48754,28,中性,1,0.5,,A股
2026-06-06,https://x.com/WiseInvest513/status/2063278984704795005,WiseInvest513,44890,91,贪婪,2,0.7,,美股
2026-06-06,https://x.com/XAUUSD_God/status/2063210423013474511,XAUUSD_God,6633,40,嘲讽反讽,2,0.7,晒逃顶,混合
2026-06-06,https://x.com/XiaoHan_aw/status/2063181758766735504,XiaoHan_aw,265,21,中性,1,0.6,,美股
2026-06-06,https://x.com/Yick_Yang/status/2063209502942634292,Yick_Yang,1803,51,贪婪,2,0.7,,美股
2026-06-06,https://x.com/__Inty__/status/2063289717068611603,__Inty__,753560,58,中性,1,0.6,,混合
2026-06-06,https://x.com/aiwangupiao/status/2063196273696727041,aiwangupiao,109006,22,中性,1,0.6,,A股
2026-06-06,https://x.com/aiwangupiao/status/2063200382029877655,aiwangupiao,109006,91,贪婪,2,0.7,喊单,A股
2026-06-06,https://x.com/aiwangupiao/status/2063286087414644816,aiwangupiao,109006,123,贪婪,3,0.8,,A股
2026-06-06,https://x.com/antiAIvo/status/2063229691612581957,antiAIvo,19549,22,嘲讽反讽,1,0.6,,A股
2026-06-06,https://x.com/auora1808/status/2063219171010462100,auora1808,11370,112,中性,1,0.5,,币圈
2026-06-06,https://x.com/bitfool1/status/2063262110965170605,bitfool1,128458,0,中性,1,0.4,,A股
2026-06-06,https://x.com/blockphd7/status/2063173973869773005,blockphd7,18130,89,中性,1,0.8,喊单,混合
2026-06-06,https://x.com/bumingbaipod/status/2063243701783351429,bumingbaipod,106254,35,嘲讽反讽,2,0.6,,A股
2026-06-06,https://x.com/cdexsta/status/2063223685385986163,cdexsta,1180,3,嘲讽反讽,1,0.5,,A股
2026-06-06,https://x.com/charlie94029004/status/2063215501711757610,charlie94029004,1089,78,嘲讽反讽,2,0.8,,A股
2026-06-06,https://x.com/chuge857/status/2063226088806113729,chuge857,41951,37,贪婪,2,0.7,喊单,混合
2026-06-06,https://x.com/cnfinancewatch/status/2063241410023952864,cnfinancewatch,122371,5,中性,1,0.6,,A股
2026-06-06,https://x.com/conso_zh/status/2063238096364400996,conso_zh,3910,145,中性,1,0.4,,币圈
2026-06-06,https://x.com/crypto_Abao/status/2063272391808278840,crypto_Abao,8018,23,中性,1,0.5,,混合
2026-06-06,https://x.com/davemacromatrix/status/2063241699321655315,davemacromatrix,14605,66,中性,1,0.4,,混合
2026-06-06,https://x.com/dong7da7/status/2063247222897266794,dong7da7,4095,4,贪婪,1,0.5,,A股
2026-06-06,https://x.com/dongbimao/status/2063170173708701731,dongbimao,32850,86,贪婪,2,0.7,喊单;晒逃顶,美股
2026-06-06,https://x.com/eth6969btc0yl/status/2063263824250352045,eth6969btc0yl,1428,33,贪婪,2,0.6,喊单,币圈
2026-06-06,https://x.com/fkscamlee/status/2063226235833241822,fkscamlee,1417,14,贪婪,2,0.6,,币圈
2026-06-06,https://x.com/giantcutie666/status/2063287854512398658,giantcutie666,128529,389,中性,1,0.4,,A股
2026-06-06,https://x.com/godidiot/status/2063224523047194701,godidiot,319,2,贪婪,1,0.5,晒盈利,A股
2026-06-06,https://x.com/grok8888/status/2063236588273066064,grok8888,6082,3,中性,1,0.5,,混合
2026-06-06,https://x.com/gufeng57745070/status/2063268051668365401,gufeng57745070,9397,7,嘲讽反讽,2,0.7,,A股
2026-06-06,https://x.com/hanhanbtc/status/2063207403403759649,hanhanbtc,13229,96,贪婪,3,0.9,喊单,币圈
2026-06-06,https://x.com/hdz558042340137/status/2063215634297831640,hdz558042340137,18,4,嘲讽反讽,1,0.6,,A股
2026-06-06,https://x.com/hellosuoha/status/2063184581306532239,hellosuoha,178096,27,恐惧,2,0.6,,币圈
2026-06-06,https://x.com/henghaer123/status/2063283332889317601,henghaer123,17283,107,中性,1,0.6,,混合
2026-06-06,https://x.com/henghaer123/status/2063286796814098434,henghaer123,17283,78,贪婪,2,0.7,,美股
2026-06-06,https://x.com/jackli727/status/2063284793446633793,jackli727,40799,36,贪婪,2,0.7,晒盈利;晒逃顶;喊单,A股
2026-06-06,https://x.com/jimisenlin66474/status/2063222985633485103,jimisenlin66474,3643,57,中性,1,0.6,,A股
2026-06-06,https://x.com/kikoaifenxi/status/2063231024642101744,kikoaifenxi,11291,210,贪婪,2,0.8,喊单,A股
2026-06-06,https://x.com/king1818888/status/2063252567887696023,king1818888,6141,23,中性,1,0.5,,混合
2026-06-06,https://x.com/kvhaha1028/status/2063210982001070113,kvhaha1028,141,1,嘲讽反讽,1,0.6,,混合
2026-06-06,https://x.com/li12826221/status/2063264481149435936,li12826221,7593,4,贪婪,1,0.5,新韭菜入场,A股
2026-06-06,https://x.com/ljbdba/status/2063267420618297354,ljbdba,278,8,嘲讽反讽,1,0.5,,A股
2026-06-06,https://x.com/love_doge123/status/2063241998576812117,love_doge123,48847,107,嘲讽反讽,2,0.8,,混合
2026-06-06,https://x.com/nft_hu/status/2063198056720547913,nft_hu,48863,53,贪婪,2,0.8,,美股
2026-06-06,https://x.com/nini_incrypto_/status/2063241832251699677,nini_incrypto_,16375,40,恐惧,2,0.7,,美股
2026-06-06,https://x.com/octopusycc/status/2063257939373342931,octopusycc,44338,46,中性,1,0.6,,混合
2026-06-06,https://x.com/pprgb888/status/2063177641759502455,pprgb888,12530,168,中性,1,0.5,喊单,币圈
2026-06-06,https://x.com/qg7777/status/2063259850394808553,qg7777,81153,12,嘲讽反讽,2,0.7,,A股
2026-06-06,https://x.com/rkL1962752/status/2063175499527151812,rkL1962752,921,39,贪婪,2,0.7,喊单,币圈
2026-06-06,https://x.com/robet1030/status/2063280465705136340,robet1030,325,60,中性,1,0.4,,混合
2026-06-06,https://x.com/rosesgardeners/status/2063207599273558370,rosesgardeners,730,7,嘲讽反讽,1,0.5,,A股
2026-06-06,https://x.com/sx3311270/status/2063226989243433240,sx3311270,139,5,贪婪,1,0.5,,A股
2026-06-06,https://x.com/tzwqbest/status/2063221831239385419,tzwqbest,52566,7,中性,1,0.5,,混合
2026-06-06,https://x.com/ulixes661yes/status/2063242369290645960,ulixes661yes,358,11,贪婪,1,0.5,,币圈
2026-06-06,https://x.com/vivimoneya/status/2063194623582126469,vivimoneya,10631,2,恐惧,2,0.7,,混合
2026-06-06,https://x.com/wangsir1w/status/2063271631120740636,wangsir1w,2717,9,中性,1,0.6,,A股
2026-06-06,https://x.com/waveking1314/status/2063177290994123028,waveking1314,58740,47,恐惧,2,0.7,,混合
2026-06-06,https://x.com/wishtcday/status/2063273486286770666,wishtcday,8192,64,嘲讽反讽,2,0.6,,混合
2026-06-06,https://x.com/wodefamannn/status/2063196536885170485,wodefamannn,623,3,贪婪,1,0.5,新韭菜入场,美股
2026-06-06,https://x.com/xczyuan/status/2063271353550020908,xczyuan,4209,2,中性,1,0.5,,A股
2026-06-06,https://x.com/xiaoheshang2025/status/2063229553812881500,xiaoheshang2025,30435,80,贪婪,2,0.9,喊单,美股
2026-06-06,https://x.com/xiaohuanhmao/status/2063259565383381082,xiaohuanhmao,15,3,嘲讽反讽,2,0.7,,混合
2026-06-06,https://x.com/yangyue992125/status/2063259379366043797,yangyue992125,3955,2,嘲讽反讽,2,0.7,,A股
2026-06-06,https://x.com/youngerbest/status/2063256077035250104,youngerbest,25681,19,嘲讽反讽,2,0.6,,A股
2026-06-06,https://x.com/yuejimi348/status/2063211852755021984,yuejimi348,2071,90,恐惧,2,0.8,,美股
2026-06-06,https://x.com/yuejimi348/status/2063215987575431472,yuejimi348,2071,5,恐惧,2,0.7,,美股
2026-06-06,https://x.com/yuejimi348/status/2063230022547120394,yuejimi348,2071,42,恐惧,2,0.7,,美股
2026-06-06,https://x.com/zhuanfgghjnb/status/2063173326542131264,zhuanfgghjnb,147426,0,恐惧,1,0.4,,币圈
2026-06-07,https://x.com/0xDjunStock/status/2063638138099241472,0xDjunStock,95,4,贪婪,1,0.6,,美股
2026-06-07,https://x.com/0xMilkRabbit/status/2063560648760672719,0xMilkRabbit,12839,476,恐惧,1,0.6,,美股
2026-06-07,https://x.com/12125151y/status/2063627611214151940,12125151y,86,22,嘲讽反讽,2,0.6,,混合
2026-06-07,https://x.com/18Xiaoyouzi/status/2063637393341903047,18Xiaoyouzi,8388,3,恐惧,1,0.7,,A股
2026-06-07,https://x.com/369Serena/status/2063599357119603154,369Serena,9312,2824,中性,1,0.5,,混合
2026-06-07,https://x.com/42ewrqwe4kx/status/2063585158071242927,42ewrqwe4kx,5639,2,嘲讽反讽,2,0.8,,A股
2026-06-07,https://x.com/717171David/status/2063617458444112318,717171David,46,4,嘲讽反讽,2,0.8,,A股
2026-06-07,https://x.com/8Rv6wTBxeT8PsJo/status/2063647198240469287,8Rv6wTBxeT8PsJo,67,7,恐惧,1,0.5,,A股
2026-06-07,https://x.com/Agujiaofu/status/2063613558303404324,Agujiaofu,30228,53,中性,1,0.6,,A股
2026-06-07,https://x.com/AndrewH89947585/status/2063602558166294618,AndrewH89947585,55,1,嘲讽反讽,2,0.7,,A股
2026-06-07,https://x.com/Aw3ff_/status/2063581319104487638,Aw3ff_,36854,30,中性,1,0.6,,A股
2026-06-07,https://x.com/AwakeningBoluo/status/2063628985599479844,AwakeningBoluo,3034,12,中性,1,0.5,,A股
2026-06-07,https://x.com/BTC__Sunny/status/2063603728595492885,BTC__Sunny,45800,59,嘲讽反讽,2,0.7,,混合
2026-06-07,https://x.com/BingLiu34173809/status/2063560838502334642,BingLiu34173809,55890,234,恐惧,2,0.65,,A股
2026-06-07,https://x.com/BitG_MEME/status/2063618824507900343,BitG_MEME,1368,3,贪婪,2,0.7,喊单,混合
2026-06-07,https://x.com/Bitebishuqin/status/2063560508838699510,Bitebishuqin,19574,30,贪婪,2,0.9,喊单,混合
2026-06-07,https://x.com/CNHKSepher/status/2063603967196856343,CNHKSepher,11253,40,中性,1,0.5,,混合
2026-06-07,https://x.com/ChenB66927/status/2063634281851728072,ChenB66927,3,17,贪婪,2,0.7,,A股
2026-06-07,https://x.com/CoreEdgeTrader/status/2063581249734848565,CoreEdgeTrader,803,5,中性,1,0.55,喊单,美股
2026-06-07,https://x.com/CryptoBLACK0511/status/2063593897344053355,CryptoBLACK0511,28606,94,贪婪,2,0.9,喊单,混合
2026-06-07,https://x.com/CryptoGiio/status/2063555445390999802,CryptoGiio,33578,79,贪婪,2,0.9,喊单,混合
2026-06-07,https://x.com/CryptoKeji/status/2063548412650266716,CryptoKeji,42069,151,贪婪,2,0.9,喊单,混合
2026-06-07,https://x.com/CryptoOracle666/status/2063566132754436207,CryptoOracle666,50225,50,恐惧,3,0.8,,混合
2026-06-07,https://x.com/CryptoPilot3226/status/2063559324920909904,CryptoPilot3226,36132,17,贪婪,2,0.9,喊单,混合
2026-06-07,https://x.com/Crypto_L92/status/2063561960189513999,Crypto_L92,37412,58,贪婪,2,0.9,喊单,混合
2026-06-07,https://x.com/David53447131/status/2063618119558676729,David53447131,53,11,中性,1,0.5,,A股
2026-06-07,https://x.com/DigitalNomadLC/status/2063577962385920039,DigitalNomadLC,5311,8,贪婪,1,0.8,喊单,混合
2026-06-07,https://x.com/Dragonhau66/status/2063593808445526476,Dragonhau66,18429,8,中性,1,0.4,,混合
2026-06-07,https://x.com/Duolongg/status/2063641195801350573,Duolongg,14998,76,贪婪,2,0.85,喊单,混合
2026-06-07,https://x.com/EliseFolso71390/status/2063618983572754728,EliseFolso71390,10529,35,嘲讽反讽,1,0.6,,混合
2026-06-07,https://x.com/FlipAltx/status/2063566407082889385,FlipAltx,67949,117,贪婪,1,0.8,喊单,混合
2026-06-07,https://x.com/GoldGodTrader/status/2063620419404575226,GoldGodTrader,12457,4,贪婪,2,0.85,喊单,A股
2026-06-07,https://x.com/GongYouchai/status/2063573852190388263,GongYouchai,42762,32,贪婪,2,0.9,喊单,混合
2026-06-07,https://x.com/Huanusa/status/2063640624981832107,Huanusa,52046,74,中性,1,0.7,,A股
2026-06-07,https://x.com/Jaden_riku/status/2063625827967799505,Jaden_riku,7603,39,恐惧,1,0.5,,A股
2026-06-07,https://x.com/Jason23818126/status/2063546300973678929,Jason23818126,30199,98,贪婪,2,0.9,喊单,混合
2026-06-07,https://x.com/Kakakatrina000/status/2063605504673567182,Kakakatrina000,506,8,中性,1,0.5,,A股
2026-06-07,https://x.com/Kongkongda5882/status/2063578383913808376,Kongkongda5882,22923,39,中性,1,0.4,,A股
2026-06-07,https://x.com/LIU135522/status/2063562928805036036,LIU135522,897,39,嘲讽反讽,2,0.8,,A股
2026-06-07,https://x.com/LUOXIANG_PMTQ/status/2063642399969304601,LUOXIANG_PMTQ,342212,161,嘲讽反讽,2,0.7,,A股
2026-06-07,https://x.com/LuBtc888/status/2063622757661716642,LuBtc888,82775,175,中性,1,0.5,,混合
2026-06-07,https://x.com/MatrixCoreX/status/2063593160681423005,MatrixCoreX,4244,20,嘲讽反讽,2,0.8,,混合
2026-06-07,https://x.com/Maucontreras4/status/2063569106662777081,Maucontreras4,15,2,中性,1,0.2,,混合
2026-06-07,https://x.com/Metabape/status/2063602640362299596,Metabape,27236,162,贪婪,1,0.6,晒盈利,混合
2026-06-07,https://x.com/MoYU_7777/status/2063622009746264291,MoYU_7777,27902,96,中性,1,0.3,,混合
2026-06-07,https://x.com/MrBoKong/status/2063614727419306007,MrBoKong,4308,92,贪婪,1,0.6,,美股
2026-06-07,https://x.com/Phoenixyin13/status/2063618725719224361,Phoenixyin13,13465,316,中性,1,0.3,,混合
2026-06-07,https://x.com/Realaxoffical/status/2063566521977471183,Realaxoffical,134,2,贪婪,2,0.85,喊单,混合
2026-06-07,https://x.com/Reboottttttt/status/2063596493110710285,Reboottttttt,22868,22,中性,1,0.7,喊单,混合
2026-06-07,https://x.com/SATANHOTDOGBETA/status/2063557877978345878,SATANHOTDOGBETA,997,3,中性,1,0.3,,混合
2026-06-07,https://x.com/SATANHOTDOGBETA/status/2063558462819418504,SATANHOTDOGBETA,997,2,中性,1,0.3,,混合
2026-06-07,https://x.com/SATANHOTDOGBETA/status/2063559448757735827,SATANHOTDOGBETA,997,2,中性,1,0.3,,混合
2026-06-07,https://x.com/SATANHOTDOGBETA/status/2063560119301046647,SATANHOTDOGBETA,997,2,中性,1,0.3,,混合
2026-06-07,https://x.com/SATANHOTDOGBETA/status/2063560872258343025,SATANHOTDOGBETA,997,2,中性,1,0.3,,混合
2026-06-07,https://x.com/SATANHOTDOGBETA/status/2063561098763374640,SATANHOTDOGBETA,997,3,中性,1,0.3,,混合
2026-06-07,https://x.com/Salmonbro/status/2063617233683685623,Salmonbro,12128,3,中性,1,0.4,,A股
2026-06-07,https://x.com/Sizhe_bitcat/status/2063576628417151229,Sizhe_bitcat,71869,63,嘲讽反讽,2,0.75,,A股
2026-06-07,https://x.com/The_Wooo/status/2063562340436717628,The_Wooo,101936,97,贪婪,2,0.9,喊单,混合
2026-06-07,https://x.com/WOWshiyingqi/status/2063635324102963369,WOWshiyingqi,13800,150,恐惧,2,0.8,,混合
2026-06-07,https://x.com/WW_NewsToday/status/2063610331671490905,WW_NewsToday,83,10,中性,1,0.4,,A股
2026-06-07,https://x.com/WangNextDoor2/status/2063601869579235820,WangNextDoor2,91295,15,恐惧,1,0.55,,A股
2026-06-07,https://x.com/WifeYourong/status/2063628318906163286,WifeYourong,48752,59,嘲讽反讽,2,0.75,,混合
2026-06-07,https://x.com/XiaoYeyeeey/status/2063627168748548437,XiaoYeyeeey,10850,38,中性,1,0.6,,A股
2026-06-07,https://x.com/XiaoZhi_BTC/status/2063584194991902995,XiaoZhi_BTC,17794,152,贪婪,2,0.9,喊单,混合
2026-06-07,https://x.com/Yorkweit/status/2063628629083595156,Yorkweit,388,22,贪婪,2,0.6,,A股
2026-06-07,https://x.com/andyz8818576155/status/2063566126601351259,andyz8818576155,26854,44,恐惧,2,0.7,,A股
2026-06-07,https://x.com/antiAIvo/status/2063611646011187700,antiAIvo,19549,17,嘲讽反讽,1,0.5,,A股
2026-06-07,https://x.com/antiAIvo/status/2063621674365563241,antiAIvo,19549,12,中性,1,0.6,,A股
2026-06-07,https://x.com/aoke_quant/status/2063629468594495832,aoke_quant,10195,2,投降,2,0.7,,币圈
2026-06-07,https://x.com/ayseba/status/2063647713733034279,ayseba,5998,13,嘲讽反讽,2,0.6,,币圈
2026-06-07,https://x.com/billylwy22/status/2063643678766481522,billylwy22,19641,52,贪婪,2,0.85,喊单,混合
2026-06-07,https://x.com/bingxge/status/2063547774503883209,bingxge,11700,19,贪婪,1,0.5,,混合
2026-06-07,https://x.com/biren888/status/2063546513465504160,biren888,43229,140,贪婪,2,0.9,喊单,混合
2026-06-07,https://x.com/bizixun/status/2063620861958246477,bizixun,39758,23,贪婪,2,0.9,喊单,混合
2026-06-07,https://x.com/btc690000/status/2063585310097973615,btc690000,52135,38,嘲讽反讽,1,0.5,,混合
2026-06-07,https://x.com/btclaochen/status/2063625894850396352,btclaochen,10531,53,嘲讽反讽,1,0.5,,A股
2026-06-07,https://x.com/btcoindown/status/2063545272295129099,btcoindown,24854,52,贪婪,2,0.85,喊单,混合
2026-06-07,https://x.com/bxiaokang/status/2063615367474528724,bxiaokang,13388,1,贪婪,1,0.4,,A股
2026-06-07,https://x.com/bzjzkzl58931/status/2063619808273588588,bzjzkzl58931,130,3,贪婪,2,0.7,喊单,混合
2026-06-07,https://x.com/cantonigga/status/2063641293826543925,cantonigga,247,3,中性,1,0.7,,混合
2026-06-07,https://x.com/chuge857/status/2063597638885543939,chuge857,41951,45,贪婪,1,0.5,,A股
2026-06-07,https://x.com/cnfinancewatch/status/2063539657594564736,cnfinancewatch,122371,22,恐惧,1,0.55,,混合
